site,country,title,author,content_publish_date,paragraph_text
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Everything is fair game in this exercise -- free agency, trades, draft picks, extensions and coaching changes. We'll start with the best grades and go to the worst. Teams that have identical grades are listed in alphabetical order. Let's dive in and grade all 32 teams, starting with the Eagles."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",Biggest move: Extending WRs A.J. Brown and DeVonta SmithMove I liked: Swapping edge rusher Haason Reddick for edge rusher Bryce Huff and getting a third-round pickMove I disliked: Signing RB Saquon Barkley for $26 million fully guaranteed
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The Eagles' 2023 season ended with a whimper and future Hall of Fame center Jason Kelce retired, but their 2024 offseason set them up to be Super Bowl contenders once again. The team turned its offense and defense over to coordinators Kellen Moore and Vic Fangio, respectively, who both appear to be upgrades. That's critical because the roster is still really good."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Philadelphia engineered a pass-rusher swap of sorts with the Jets, signing Huff in free agency, then dealing Reddick back to New York. Philadelphia came out ahead. Even though Reddick is the more proven pass-rusher, Huff's metrics -- he ranked eighth in pass rush win rate at edge rusher in 2023, one spot behind Reddick -- suggest he's a similar player (and four years younger). The Eagles also got a conditional third-round pick (which could become a second). Toss in defensive end Josh Sweat and defensive tackle Jalen Carter, and this team will be able to get after the quarterback."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The secondary was a weakness, but they threw resources at it, drafting cornerbacks Quinyon Mitchell and Cooper DeJean and bringing back safety C.J. Gardner-Johnson. And they still have corners Darius Slay and James Bradberry, who could easily bounce back."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","I wouldn't have paid Barkley real money like they did ($26 million fully guaranteed), but he should be an upgrade at running back, adding to the team's plethora of skill position riches along with Brown, Smith and tight end Dallas Goedert."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Philadelphia was aggressive about signing its own, too, inking Brown, Smith, guard Landon Dickerson and offensive tackle Jordan Mailata to new deals. While the wide receiver contracts were expensive -- $32 million (Brown) and $25 million (Smith) APYs -- they are stellar players in their prime. Dickerson's deal was well-timed, just ahead of a very expensive guard market. Though he now has the highest APY of any guard, win rates suggest he's an elite player and might have cost more if the team had waited until after the free agency rush to extend him."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The Eagles also maneuvered the draft well, reaping expensive prices when trading down and only trading up when the moves were cheaper."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",Biggest move: Trading CB L'Jarius Sneed to the TitansMove I liked: Signing WR Marquise Brown for $7 millionMove I disliked: The rolling guarantee in DT Chris Jones' contract
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The Chiefs won the Super Bowl with a major weakness at wide receiver but were smart enough to not try to repeat such a thing. They added Brown -- not a superstar but certainly a major upgrade -- in free agency on a one-year, $7 million deal. And while I normally criticize draft-day trade-ups, the Chiefs' move for Xavier Worthy was worthwhile because it was a cheap move and Worthy brings a level of speed the Chiefs need."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","The team recommitted to Jones with a new five-year, $158.75 million contract. Jones has certainly earned it -- he finished first or second in pass rush win rate among defensive tackles in each of the past four seasons -- but this was a huge contract for a player who turns 30 in July. While it starts with $60 million fully guaranteed, $35 million more is guaranteed for 2026 if he is on the roster in 2025, per ESPN Roster Management."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Kansas City dealt Sneed for a third-round pick rather than pay him on the franchise tag or sign him to an extension. While the compensation was a bit less than I'd have expected, I don't fault the Chiefs for making the move. They have to decide where to put their resources, and they have another very good corner in Trent McDuffie and at least received some compensation for Sneed."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Offensive tackle remains a question, though Kansas City did add Kingsley Suamataia in the second round of the draft, who might be able to start. And finally, an underrated addition is backup quarterback Carson Wentz, who should be a strong insurance option should Patrick Mahomes go down with a short-term injury."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Mina Kimes calls Chris ""Mad Dog"" Russo's list of teams that can challenge the Chiefs next season ""one of the worst things"" she's ever seen."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",Biggest move: Hiring head coach Jim HarbaughMove I liked: Hiring HarbaughMove I disliked: Not adding a higher-quality veteran WR
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",It's hard not to buy the Chargers long term with Harbaugh on board given his incredible track record and Justin Herbert under center. This is a team that should be a force in the future.
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","But what I liked most about the Chargers' offseason was their restraint. They entered the offseason with an aging, expensive roster and instead of trying to gain some short-term wins by borrowing resources from the future, the Chargers largely set up the roster to use this season as a steppingstone for 2025 and beyond. They made minor moves in free agency -- signing veteran players such as linebacker Denzel Perryman, running back Gus Edwards, center Bradley Bozeman and tight end Hayden Hurst -- released high-priced receiver Mike Williams and traded receiver Keenan Allen, another costly veteran. They retained their two veteran edge rushers, Joey Bosa and Khalil Mack (a bit of a surprise), but got them to take pay cuts."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","In offensive tackle Joe Alt and receiver Ladd McConkey, the Chargers selected two players at key positions early in the draft. Alt should pair up with 2021 Pro Bowler Rashawn Slater to set this team up at tackle for a long time."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","After this offseason, the Chargers' roster is a bit diminished and likely can't support a title run ... yet. But they have cap space in 2025 and should be back in the Super Bowl mix soon given their quarterback and head coach."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET",Biggest move: Losing DT Christian Wilkins and G Robert Hunt in free agencyMove I liked: Signing CB Kendall FullerMove I disliked: Signing LB Jordyn Brooks
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Miami was set up to lose some talent this offseason and it did. Wilkins and Hunt left in free agency for monster deals with the Raiders and Panthers, respectively. While the Dolphins would have been better on the field in 2024 with those players, it made sense not to match the offers they received. Miami is expected to receive a third-round compensatory pick for each of them, per OverTheCap. Safety Brandon Jones, edge rusher Andrew Van Ginkel, linebacker Jerome Baker and defensive tackle Raekwon Davis all left, too."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Miami didn't stand pat in the face of those losses, adding Brooks, Fuller, center Aaron Brewer, edge rusher Shaquil Barrett, tight end Jonnu Smith and wide receiver Odell Beckham Jr. The deal I really like is for Fuller, a reliable veteran corner who is costing the Dolphins only $15 million for two seasons with just $8 million fully guaranteed. He allowed 1.3 yards per coverage snap (average for a corner) or better in each of the past five seasons, per NFL Next Gen Stats. I'm less excited about Brooks, considering his 35% run stop win rate was unspectacular and he struggled in coverage prior to 2023."
espn,us,"2024 NFL offseason: Grading moves, changes for all 32 teams",Seth Walder,"Jun 18, 2024, 07:00 AM ET","Miami signed receiver Jaylen Waddle to a long-term extension, and while the $28 million APY might produce initial shock, the deal only contains $36 million fully guaranteed and is buoyed by high salaries in 2027 and 2028, so it's less expensive than it seems."
